location,                                                   type,           hint,                 scene,                          id,                         item
Gerudo Valley Grotto Back Scrub,                            scrub,          NONE,                 GROTTOS,                        0x18,                       POTION_RED
Gerudo Valley GS Soil,                                      gs,             NONE,                 GERUDO_VALLEY,                  0xa0,                       GS_TOKEN
Gerudo Valley GS Wall,                                      gs,             NONE,                 GERUDO_VALLEY,                  0xa1,                       GS_TOKEN
Gerudo Valley GS Tent,                                      gs,             NONE,                 GERUDO_VALLEY,                  0xa3,                       GS_TOKEN
Gerudo Valley GS Pillar,                                    gs,             NONE,                 GERUDO_VALLEY,                  0xa2,                       GS_TOKEN
Gerudo Valley Cow,                                          cow,            NONE,                 GERUDO_VALLEY,                  0x08,                       MILK
Gerudo Fortress Chest,                                      chest,          NONE,                 GERUDO_FORTRESS,                0x00,                       HEART_PIECE
Gerudo Fortress Archery Reward 1,                           npc,            GERUDO_ARCHERY,       GERUDO_FORTRESS,                GERUDO_ARCHERY_1,           HEART_PIECE
Gerudo Fortress Archery Reward 2,                           npc,            GERUDO_ARCHERY,       GERUDO_FORTRESS,                GERUDO_ARCHERY_2,           BOW
Gerudo Fortress GS Wall,                                    gs,             NONE,                 GERUDO_FORTRESS,                0xa9,                       GS_TOKEN
Gerudo Fortress GS Target,                                  gs,             NONE,                 GERUDO_FORTRESS,                0xa8,                       GS_TOKEN
Haunted Wasteland Chest,                                    chest,          HAUNTED_WASTELAND,    HAUNTED_WASTELAND,              0x00,                       RUPEE_PURPLE
Haunted Wasteland GS,                                       gs,             NONE,                 HAUNTED_WASTELAND,              0xb1,                       GS_TOKEN
Desert Colossus HP,                                         collectible,    NONE,                 DESERT_COLOSSUS,                0x0d,                       HEART_PIECE
Desert Colossus Song Spirit,                                npc,            NONE,                 DESERT_COLOSSUS,                SHEIK_SPIRIT,               SONG_TP_SPIRIT
Desert Colossus Grotto Front Scrub,                         scrub,          NONE,                 GROTTOS,                        0x19,                       POTION_GREEN
Desert Colossus Grotto Back Scrub,                          scrub,          NONE,                 GROTTOS,                        0x1a,                       POTION_RED
Desert Colossus GS Soil,                                    gs,             NONE,                 DESERT_COLOSSUS,                0xb0,                       GS_TOKEN
Desert Colossus GS Tree,                                    gs,             NONE,                 DESERT_COLOSSUS,                0xb3,                       GS_TOKEN
Desert Colossus GS Plateau,                                 gs,             NONE,                 DESERT_COLOSSUS,                0xb2,                       GS_TOKEN
Skulltula House 10 Tokens,                                  npc,            NONE,                 HOUSE_OF_SKULLTULA,             GS_10,                      WALLET
Skulltula House 20 Tokens,                                  npc,            NONE,                 HOUSE_OF_SKULLTULA,             GS_20,                      STONE_OF_AGONY
Skulltula House 30 Tokens,                                  npc,            NONE,                 HOUSE_OF_SKULLTULA,             GS_30,                      WALLET
Skulltula House 40 Tokens,                                  npc,            NONE,                 HOUSE_OF_SKULLTULA,             GS_40,                      BOMBCHU_10
Skulltula House 50 Tokens,                                  npc,            NONE,                 HOUSE_OF_SKULLTULA,             GS_50,                      HEART_PIECE
Great Fairy Magic Upgrade,                                  npc,            NONE,                 GREAT_FAIRY_FOUNTAIN_UPGRADES,  FAIRY_MAGIC_UPGRADE,        MAGIC_UPGRADE
Great Fairy Magic Upgrade 2,                                npc,            NONE,                 GREAT_FAIRY_FOUNTAIN_UPGRADES,  FAIRY_MAGIC_UPGRADE2,       MAGIC_UPGRADE
Great Fairy Defense Upgrade,                                npc,            GANON_FAIRY,          GREAT_FAIRY_FOUNTAIN_UPGRADES,  FAIRY_DEFENSE_UPGRADE,      DEFENSE_UPGRADE
Great Fairy Din's Fire,                                     npc,            NONE,                 GREAT_FAIRY_FOUNTAIN_SPELLS,    FAIRY_SPELL_FIRE,           SPELL_FIRE
Great Fairy Farore's Wind,                                  npc,            NONE,                 GREAT_FAIRY_FOUNTAIN_SPELLS,    FAIRY_SPELL_WIND,           SPELL_WIND
Great Fairy Nayru's Love,                                   npc,            NONE,                 GREAT_FAIRY_FOUNTAIN_SPELLS,    FAIRY_SPELL_LOVE,           SPELL_LOVE
Deku Tree Map Chest,                                        chest,          NONE,                 INSIDE_DEKU_TREE,               0x03,                       MAP_DT
Deku Tree Compass Chest,                                    chest,          NONE,                 INSIDE_DEKU_TREE,               0x02,                       COMPASS_DT
Deku Tree Compass Room Side Chest,                          chest,          NONE,                 INSIDE_DEKU_TREE,               0x06,                       RECOVERY_HEART
Deku Tree Slingshot Chest,                                  chest,          NONE,                 INSIDE_DEKU_TREE,               0x01,                       SLINGSHOT
Deku Tree Slingshot Side Chest,                             chest,          NONE,                 INSIDE_DEKU_TREE,               0x05,                       RECOVERY_HEART
Deku Tree Basement Chest,                                   chest,          NONE,                 INSIDE_DEKU_TREE,               0x04,                       RECOVERY_HEART
Deku Tree GS Compass,                                       gs,             NONE,                 INSIDE_DEKU_TREE,               0x0b,                       GS_TOKEN
Deku Tree GS Basement Vines,                                gs,             NONE,                 INSIDE_DEKU_TREE,               0x0a,                       GS_TOKEN
Deku Tree GS Basement Gate,                                 gs,             NONE,                 INSIDE_DEKU_TREE,               0x09,                       GS_TOKEN
Deku Tree GS Basement Back Room,                            gs,             NONE,                 INSIDE_DEKU_TREE,               0x08,                       GS_TOKEN
Deku Tree Boss Container,                                   collectible,    NONE,                 LAIR_GOHMA,                     0x1f,                       HEART_CONTAINER
Deku Tree Boss,                                             npc,            NONE,                 LAIR_GOHMA,                     BLUE_WARP_GOHMA,            STONE_EMERALD
Dodongo Cavern Map Chest,                                   chest,          NONE,                 DODONGO_CAVERN,                 0x08,                       MAP_DC
Dodongo Cavern Compass Chest,                               chest,          NONE,                 DODONGO_CAVERN,                 0x05,                       COMPASS_DC
Dodongo Cavern Bomb Bag Side Chest,                         chest,          NONE,                 DODONGO_CAVERN,                 0x06,                       RUPEE_RED
Dodongo Cavern Bomb Bag Chest,                              chest,          NONE,                 DODONGO_CAVERN,                 0x04,                       BOMB_BAG
Dodongo Cavern Bridge Chest,                                chest,          NONE,                 DODONGO_CAVERN,                 0x0a,                       SHIELD_DEKU
Dodongo Cavern Lobby Scrub,                                 scrub,          NONE,                 DODONGO_CAVERN,                 0x1f,                       SHIELD_DEKU
Dodongo Cavern Green Side Room Scrub,                       scrub,          NONE,                 DODONGO_CAVERN,                 0x1d,                       STICK
Dodongo Cavern Bomb Bag Side Room Left Scrub,               scrub,          NONE,                 DODONGO_CAVERN,                 0x1e,                       NUTS_5
Dodongo Cavern Bomb Bag Side Room Right Scrub,              scrub,          NONE,                 DODONGO_CAVERN,                 0x1c,                       DEKU_SEEDS_30
Dodongo Cavern GS Side Room,                                gs,             NONE,                 DODONGO_CAVERN,                 0x14,                       GS_TOKEN
Dodongo Cavern GS Stairs Vines,                             gs,             NONE,                 DODONGO_CAVERN,                 0x10,                       GS_TOKEN
Dodongo Cavern GS Stairs Top,                               gs,             NONE,                 DODONGO_CAVERN,                 0x12,                       GS_TOKEN
Dodongo Cavern GS Scarecrow,                                gs,             NONE,                 DODONGO_CAVERN,                 0x11,                       GS_TOKEN
Dodongo Cavern GS Near Boss,                                gs,             NONE,                 DODONGO_CAVERN,                 0x13,                       GS_TOKEN
Dodongo Cavern Boss Chest,                                  chest,          NONE,                 LAIR_KING_DODONGO,              0x00,                       BOMBS_10
Dodongo Cavern Boss Container,                              collectible,    NONE,                 LAIR_KING_DODONGO,              0x1f,                       HEART_CONTAINER
Dodongo Cavern Boss,                                        npc,            NONE,                 LAIR_KING_DODONGO,              BLUE_WARP_KING_DODONGO,     STONE_RUBY
Jabu-Jabu Map Chest,                                        chest,          NONE,                 INSIDE_JABU_JABU,               0x02,                       MAP_JJ
Jabu-Jabu Compass Chest,                                    chest,          NONE,                 INSIDE_JABU_JABU,               0x04,                       COMPASS_JJ
Jabu-Jabu Boomerang Chest,                                  chest,          NONE,                 INSIDE_JABU_JABU,               0x01,                       BOOMERANG
Jabu-Jabu Scrub,                                            scrub,          NONE,                 INSIDE_JABU_JABU,               0x20,                       NUTS_5
Jabu-Jabu GS Water Switch,                                  gs,             NONE,                 INSIDE_JABU_JABU,               0x1b,                       GS_TOKEN
Jabu-Jabu GS Bottom Lower,                                  gs,             NONE,                 INSIDE_JABU_JABU,               0x18,                       GS_TOKEN
Jabu-Jabu GS Bottom Upper,                                  gs,             NONE,                 INSIDE_JABU_JABU,               0x19,                       GS_TOKEN
Jabu-Jabu GS Near Boss,                                     gs,             NONE,                 INSIDE_JABU_JABU,               0x1a,                       GS_TOKEN
Jabu-Jabu Boss Container,                                   collectible,    NONE,                 LAIR_BARINADE,                  0x1f,                       HEART_CONTAINER
Jabu-Jabu Boss,                                             npc,            NONE,                 LAIR_BARINADE,                  BLUE_WARP_BARINADE,         STONE_SAPPHIRE
Forest Temple Tree Small Key,                               chest,          NONE,                 TEMPLE_FOREST,                  0x03,                       SMALL_KEY_FOREST
Forest Temple Mini-Boss Key,                                chest,          NONE,                 TEMPLE_FOREST,                  0x00,                       SMALL_KEY_FOREST
Forest Temple Map,                                          chest,          NONE,                 TEMPLE_FOREST,                  0x01,                       MAP_FOREST
Forest Temple Maze,                                         chest,          NONE,                 TEMPLE_FOREST,                  0x04,                       ARROWS_30
Forest Temple Garden,                                       chest,          NONE,                 TEMPLE_FOREST,                  0x05,                       RECOVERY_HEART
Forest Temple Well,                                         chest,          NONE,                 TEMPLE_FOREST,                  0x09,                       SMALL_KEY_FOREST
Forest Temple Poe Key,                                      chest,          NONE,                 TEMPLE_FOREST,                  0x0d,                       SMALL_KEY_FOREST
Forest Temple Bow,                                          chest,          NONE,                 TEMPLE_FOREST,                  0x0c,                       BOW
Forest Temple Compass,                                      chest,          NONE,                 TEMPLE_FOREST,                  0x0f,                       COMPASS_FOREST
Forest Temple Checkerboard,                                 chest,          NONE,                 TEMPLE_FOREST,                  0x07,                       ARROWS_10
Forest Temple Boss Key,                                     chest,          NONE,                 TEMPLE_FOREST,                  0x0e,                       BOSS_KEY_FOREST
Forest Temple Floormaster,                                  chest,          NONE,                 TEMPLE_FOREST,                  0x02,                       SMALL_KEY_FOREST
Forest Temple Antichamber,                                  chest,          NONE,                 TEMPLE_FOREST,                  0x0b,                       ARROWS_5
Forest Temple GS Entrance,                                  gs,             NONE,                 TEMPLE_FOREST,                  0x21,                       GS_TOKEN
Forest Temple GS Main,                                      gs,             NONE,                 TEMPLE_FOREST,                  0x23,                       GS_TOKEN
Forest Temple GS Garden West,                               gs,             NONE,                 TEMPLE_FOREST,                  0x22,                       GS_TOKEN
Forest Temple GS Garden East,                               gs,             NONE,                 TEMPLE_FOREST,                  0x20,                       GS_TOKEN
Forest Temple GS Antichamber,                               gs,             NONE,                 TEMPLE_FOREST,                  0x24,                       GS_TOKEN
Forest Temple Boss Container,                               collectible,    NONE,                 LAIR_PHANTOM_GANON,             0x1f,                       HEART_CONTAINER
Forest Temple Boss,                                         npc,            NONE,                 LAIR_PHANTOM_GANON,             BLUE_WARP_PHANTOM_GANON,    MEDALLION_FOREST
Fire Temple Jail 1 Chest,                                   chest,          NONE,                 TEMPLE_FIRE,                    0x01,                       SMALL_KEY_FIRE
Fire Temple Boss Key Side Chest,                            chest,          NONE,                 TEMPLE_FIRE,                    0x00,                       BOMBS_10
Fire Temple Boss Key Chest,                                 chest,          NONE,                 TEMPLE_FIRE,                    0x0c,                       BOSS_KEY_FIRE
Fire Temple Jail 2 Chest,                                   chest,          NONE,                 TEMPLE_FIRE,                    0x04,                       SMALL_KEY_FIRE
Fire Temple Jail 3 Chest,                                   chest,          NONE,                 TEMPLE_FIRE,                    0x02,                       SMALL_KEY_FIRE
Fire Temple Maze Chest,                                     chest,          NONE,                 TEMPLE_FIRE,                    0x03,                       SMALL_KEY_FIRE
Fire Temple Jail 4 Chest,                                   chest,          NONE,                 TEMPLE_FIRE,                    0x08,                       SMALL_KEY_FIRE
Fire Temple Map,                                            chest,          NONE,                 TEMPLE_FIRE,                    0x0a,                       MAP_FIRE
Fire Temple Above Maze Chest,                               chest,          NONE,                 TEMPLE_FIRE,                    0x06,                       SMALL_KEY_FIRE
Fire Temple Below Maze Chest,                               chest,          NONE,                 TEMPLE_FIRE,                    0x0b,                       SMALL_KEY_FIRE
Fire Temple Compass,                                        chest,          NONE,                 TEMPLE_FIRE,                    0x07,                       COMPASS_FIRE
Fire Temple Hammer,                                         chest,          TEMPLE_FIRE_HAMMER,   TEMPLE_FIRE,                    0x05,                       HAMMER
Fire Temple Ring Jail,                                      chest,          NONE,                 TEMPLE_FIRE,                    0x09,                       SMALL_KEY_FIRE
Fire Temple Scarecrow Chest,                                chest,          TEMPLE_FIRE_SCARECROW,TEMPLE_FIRE,                    0x0d,                       RUPEE_HUGE
Fire Temple GS Lava Side Room,                              gs,             NONE,                 TEMPLE_FIRE,                    0x28,                       GS_TOKEN
Fire Temple GS Hammer Statues,                              gs,             NONE,                 TEMPLE_FIRE,                    0x29,                       GS_TOKEN
Fire Temple GS Maze,                                        gs,             NONE,                 TEMPLE_FIRE,                    0x2a,                       GS_TOKEN
Fire Temple GS Scarecrow Wall,                              gs,             NONE,                 TEMPLE_FIRE,                    0x2c,                       GS_TOKEN
Fire Temple GS Scarecrow Top,                               gs,             NONE,                 TEMPLE_FIRE,                    0x2b,                       GS_TOKEN
Fire Temple Boss Container,                                 collectible,    NONE,                 LAIR_VOLVAGIA,                  0x1f,                       HEART_CONTAINER
Fire Temple Boss,                                           npc,            NONE,                 LAIR_VOLVAGIA,                  BLUE_WARP_VOLVAGIA,         MEDALLION_FIRE
Ice Cavern Iron Boots,                                      chest,          NONE,                 ICE_CAVERN,                     0x02,                       BOOTS_IRON
Ice Cavern Map,                                             chest,          NONE,                 ICE_CAVERN,                     0x00,                       MAP_IC
Ice Cavern Compass,                                         chest,          NONE,                 ICE_CAVERN,                     0x01,                       COMPASS_IC
Ice Cavern HP,                                              collectible,    NONE,                 ICE_CAVERN,                     0x01,                       HEART_PIECE
Ice Cavern Sheik Song,                                      npc,            NONE,                 ICE_CAVERN,                     SHEIK_WATER,                SONG_TP_WATER
Ice Cavern GS Scythe Room,                                  gs,             NONE,                 ICE_CAVERN,                     0x51,                       GS_TOKEN
Ice Cavern GS HP Room,                                      gs,             NONE,                 ICE_CAVERN,                     0x52,                       GS_TOKEN
Ice Cavern GS Block Room,                                   gs,             NONE,                 ICE_CAVERN,                     0x50,                       GS_TOKEN
Water Temple Under Center,                                  chest,          NONE,                 TEMPLE_WATER,                   0x06,                       RUPEE_BLUE
Water Temple Compass,                                       chest,          NONE,                 TEMPLE_WATER,                   0x09,                       COMPASS_WATER
Water Temple Longshot,                                      chest,          NONE,                 TEMPLE_WATER,                   0x07,                       HOOKSHOT
Water Temple Dragon Chest,                                  chest,          NONE,                 TEMPLE_WATER,                   0x0a,                       SMALL_KEY_WATER
Water Temple Boss Key Chest,                                chest,          NONE,                 TEMPLE_WATER,                   0x05,                       BOSS_KEY_WATER
Water Temple Bombable Chest,                                chest,          NONE,                 TEMPLE_WATER,                   0x00,                       SMALL_KEY_WATER
Water Temple Shell Chest,                                   chest,          NONE,                 TEMPLE_WATER,                   0x01,                       SMALL_KEY_WATER
Water Temple Map,                                           chest,          NONE,                 TEMPLE_WATER,                   0x02,                       MAP_WATER
Water Temple Corridor Chest,                                chest,          NONE,                 TEMPLE_WATER,                   0x08,                       SMALL_KEY_WATER
Water Temple River Chest,                                   chest,          NONE,                 TEMPLE_WATER,                   0x03,                       SMALL_KEY_WATER
Water Temple GS River,                                      gs,             NONE,                 TEMPLE_WATER,                   0x34,                       GS_TOKEN
Water Temple GS Center,                                     gs,             NONE,                 TEMPLE_WATER,                   0x32,                       GS_TOKEN
Water Temple GS Large Pit,                                  gs,             NONE,                 TEMPLE_WATER,                   0x31,                       GS_TOKEN
Water Temple GS Waterfalls,                                 gs,             NONE,                 TEMPLE_WATER,                   0x33,                       GS_TOKEN
Water Temple GS Cage,                                       gs,             NONE,                 TEMPLE_WATER,                   0x30,                       GS_TOKEN
Water Temple Boss HC,                                       collectible,    NONE,                 LAIR_MORPHA,                    0x1f,                       HEART_CONTAINER
Water Temple Boss,                                          npc,            NONE,                 LAIR_MORPHA,                    BLUE_WARP_MORPHA,           MEDALLION_WATER
Bottom of the Well Compass,                                 chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x01,                       COMPASS_BOTW
Bottom of the Well Under Debris,                            chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x02,                       BOMBCHU_10
Bottom of the Well Back West,                               chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x04,                       NUTS_10
Bottom of the Well East,                                    chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x05,                       SMALL_KEY_BOTW
Bottom of the Well Front West,                              chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x08,                       SMALL_KEY_BOTW
Bottom of the Well Underwater,                              chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x09,                       RECOVERY_HEART
Bottom of the Well East Cage,                               chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x0c,                       SHIELD_DEKU
Bottom of the Well Blood Chest,                             chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x0e,                       NUTS_10
Bottom of the Well Underwater 2,                            chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x10,                       BOMBS_10
Bottom of the Well Map,                                     chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x07,                       MAP_BOTW
Bottom of the Well Coffin,                                  collectible,    NONE,                 BOTTOM_OF_THE_WELL,             0x01,                       SMALL_KEY_BOTW
Bottom of the Well Pits,                                    chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x0a,                       SHIELD_HYLIAN
Bottom of the Well Lens,                                    chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x03,                       LENS
Bottom of the Well Lens Side Chest,                         chest,          NONE,                 BOTTOM_OF_THE_WELL,             0x14,                       RUPEE_HUGE
Bottom of the Well GS East Cage,                            gs,             NONE,                 BOTTOM_OF_THE_WELL,             0x48,                       GS_TOKEN
Bottom of the Well GS Inner West,                           gs,             NONE,                 BOTTOM_OF_THE_WELL,             0x4a,                       GS_TOKEN
Bottom of the Well GS Inner East,                           gs,             NONE,                 BOTTOM_OF_THE_WELL,             0x49,                       GS_TOKEN
Shadow Temple Map,                                          chest,          NONE,                 TEMPLE_SHADOW,                  0x01,                       MAP_SHADOW
Shadow Temple Hover Boots,                                  chest,          NONE,                 TEMPLE_SHADOW,                  0x07,                       BOOTS_HOVER
Shadow Temple Silver Rupees,                                chest,          NONE,                 TEMPLE_SHADOW,                  0x02,                       SMALL_KEY_SHADOW
Shadow Temple Compass,                                      chest,          NONE,                 TEMPLE_SHADOW,                  0x03,                       COMPASS_SHADOW
Shadow Temple Falling Spikes Lower,                         chest,          NONE,                 TEMPLE_SHADOW,                  0x05,                       ARROWS_10
Shadow Temple Falling Spikes Upper 1,                       chest,          NONE,                 TEMPLE_SHADOW,                  0x04,                       SMALL_KEY_SHADOW
Shadow Temple Falling Spikes Upper 2,                       chest,          NONE,                 TEMPLE_SHADOW,                  0x06,                       RUPEE_BLUE
Shadow Temple Invisible Spike Room,                         chest,          NONE,                 TEMPLE_SHADOW,                  0x09,                       RUPEE_BLUE
Shadow Temple Boss Key Room 1,                              chest,          NONE,                 TEMPLE_SHADOW,                  0x0a,                       RUPEE_BLUE
Shadow Temple Boss Key Room 2,                              chest,          NONE,                 TEMPLE_SHADOW,                  0x0b,                       BOSS_KEY_SHADOW
Shadow Temple Skull,                                        collectible,    NONE,                 TEMPLE_SHADOW,                  0x01,                       SMALL_KEY_SHADOW
Shadow Temple Spinning Blades Visible,                      chest,          NONE,                 TEMPLE_SHADOW,                  0x0c,                       RUPEE_BLUE
Shadow Temple Spinning Blades Invisible,                    chest,          NONE,                 TEMPLE_SHADOW,                  0x16,                       ARROWS_30
Shadow Temple Invisible Floormaster,                        chest,          NONE,                 TEMPLE_SHADOW,                  0x0d,                       SMALL_KEY_SHADOW
Shadow Temple Wind Room Hint,                               chest,          NONE,                 TEMPLE_SHADOW,                  0x15,                       ARROWS_10
Shadow Temple After Wind,                                   chest,          NONE,                 TEMPLE_SHADOW,                  0x08,                       RUPEE_BLUE
Shadow Temple After Wind Invisible,                         chest,          NONE,                 TEMPLE_SHADOW,                  0x14,                       SMALL_KEY_SHADOW
Shadow Temple GS Invisible Scythe,                          gs,             NONE,                 TEMPLE_SHADOW,                  0x43,                       GS_TOKEN
Shadow Temple GS Skull Pot,                                 gs,             NONE,                 TEMPLE_SHADOW,                  0x40,                       GS_TOKEN
Shadow Temple GS Triple Skull Pot,                          gs,             NONE,                 TEMPLE_SHADOW,                  0x42,                       GS_TOKEN
Shadow Temple GS Near Boat,                                 gs,             NONE,                 TEMPLE_SHADOW,                  0x44,                       GS_TOKEN
Shadow Temple GS Falling Spikes,                            gs,             NONE,                 TEMPLE_SHADOW,                  0x41,                       GS_TOKEN
Shadow Temple Boss HC,                                      collectible,    NONE,                 LAIR_BONGO_BONGO,               0x1f,                       HEART_CONTAINER
Shadow Temple Boss,                                         npc,            NONE,                 LAIR_BONGO_BONGO,               BLUE_WARP_BONGO_BONGO,      MEDALLION_SHADOW
Gerudo Fortress Jail 1,                                     collectible,    NONE,                 THIEVES_HIDEOUT,                0x0c,                       SMALL_KEY_GF
Gerudo Fortress Jail 2,                                     collectible,    NONE,                 THIEVES_HIDEOUT,                0x0f,                       SMALL_KEY_GF
Gerudo Fortress Jail 3,                                     collectible,    NONE,                 THIEVES_HIDEOUT,                0x0a,                       SMALL_KEY_GF
Gerudo Fortress Jail 4,                                     collectible,    NONE,                 THIEVES_HIDEOUT,                0x0e,                       SMALL_KEY_GF
Gerudo Member Card,                                         npc,            NONE,                 THIEVES_HIDEOUT,                GERUDO_CARD,                GERUDO_CARD
Spirit Temple Child First Chest,                            chest,          NONE,                 TEMPLE_SPIRIT,                  0x08,                       SHIELD_DEKU
Spirit Temple Child Second Chest,                           chest,          NONE,                 TEMPLE_SPIRIT,                  0x00,                       SMALL_KEY_SPIRIT
Spirit Temple Child Climb 1,                                chest,          NONE,                 TEMPLE_SPIRIT,                  0x0c,                       SHIELD_DEKU
Spirit Temple Child Climb 2,                                chest,          NONE,                 TEMPLE_SPIRIT,                  0x06,                       BOMBCHU_10
Spirit Temple Statue Base,                                  chest,          NONE,                 TEMPLE_SPIRIT,                  0x03,                       MAP_SPIRIT
Spirit Temple Statue Hands,                                 chest,          NONE,                 TEMPLE_SPIRIT,                  0x02,                       SMALL_KEY_SPIRIT
Spirit Temple Statue Upper Right,                           chest,          NONE,                 TEMPLE_SPIRIT,                  0x0f,                       RUPEE_BLUE
Spirit Temple Sun Block Room Torches,                       chest,          NONE,                 TEMPLE_SPIRIT,                  0x01,                       SMALL_KEY_SPIRIT
Spirit Temple Adult Silver Rupees,                          chest,          NONE,                 TEMPLE_SPIRIT,                  0x07,                       SMALL_KEY_SPIRIT
Spirit Temple Adult Lullaby,                                chest,          NONE,                 TEMPLE_SPIRIT,                  0x04,                       COMPASS_SPIRIT
Spirit Temple Adult Suns on Wall 1,                         chest,          NONE,                 TEMPLE_SPIRIT,                  0x0d,                       RECOVERY_HEART
Spirit Temple Adult Suns on Wall 2,                         chest,          NONE,                 TEMPLE_SPIRIT,                  0x0e,                       ICE_TRAP
Spirit Temple Adult Invisible 1,                            chest,          NONE,                 TEMPLE_SPIRIT,                  0x14,                       RECOVERY_HEART
Spirit Temple Adult Invisible 2,                            chest,          NONE,                 TEMPLE_SPIRIT,                  0x15,                       RECOVERY_HEART
Spirit Temple Adult Late Sun on Wall,                       chest,          NONE,                 TEMPLE_SPIRIT,                  0x05,                       SMALL_KEY_SPIRIT
Spirit Temple Adult Boss Key Chest,                         chest,          NONE,                 TEMPLE_SPIRIT,                  0x0a,                       BOSS_KEY_SPIRIT
Spirit Temple Adult Topmost Sun on Wall,                    chest,          NONE,                 TEMPLE_SPIRIT,                  0x12,                       BOMBS_20
Spirit Temple GS Child Climb,                               gs,             NONE,                 TEMPLE_SPIRIT,                  0x3b,                       GS_TOKEN
Spirit Temple GS Child Fence,                               gs,             NONE,                 TEMPLE_SPIRIT,                  0x3c,                       GS_TOKEN
Spirit Temple GS Iron Knuckle,                              gs,             NONE,                 TEMPLE_SPIRIT,                  0x38,                       GS_TOKEN
Spirit Temple GS Boulders,                                  gs,             NONE,                 TEMPLE_SPIRIT,                  0x39,                       GS_TOKEN
Spirit Temple GS Statue,                                    gs,             NONE,                 TEMPLE_SPIRIT,                  0x3a,                       GS_TOKEN
Spirit Temple Silver Gauntlets,                             chest,          NONE,                 DESERT_COLOSSUS,                0x0b,                       STRENGTH
Spirit Temple Mirror Shield,                                chest,          NONE,                 DESERT_COLOSSUS,                0x09,                       SHIELD_MIRROR
Spirit Temple Boss HC,                                      collectible,    NONE,                 LAIR_TWINROVA,                  0x1f,                       HEART_CONTAINER
Spirit Temple Boss,                                         npc,            NONE,                 LAIR_TWINROVA,                  BLUE_WARP_TWINROVA,         MEDALLION_SPIRIT
Gerudo Training Grounds Entrance 1,                         chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x07,                       ARROWS_10
Gerudo Training Grounds Entrance 2,                         chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x13,                       RUPEE_BLUE
Gerudo Training Grounds Stalfos,                            chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x00,                       SMALL_KEY_GTG
Gerudo Training Grounds Near Block,                         chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x11,                       ARROWS_30
Gerudo Training Grounds Behind Block Invisible,             chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x14,                       SMALL_KEY_GTG
Gerudo Training Grounds Behind Block Visible 1,             chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x02,                       ICE_TRAP
Gerudo Training Grounds Behind Block Visible 2,             chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x0e,                       RUPEE_BLUE
Gerudo Training Grounds Behind Block Visible 3,             chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x0f,                       RUPEE_HUGE
Gerudo Training Grounds Eye Statue,                         chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x03,                       SMALL_KEY_GTG
Gerudo Training Grounds Hammer Room Switch,                 chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x10,                       SMALL_KEY_GTG
Gerudo Training Grounds Hammer Room,                        chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x12,                       ARROWS_10
Gerudo Training Grounds Lizalfos,                           chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x01,                       SMALL_KEY_GTG
Gerudo Training Water,                                      chest,          GTG_WATER,            GERUDO_TRAINING_GROUND,         0x0d,                       SMALL_KEY_GTG
Gerudo Training Freestanding Key,                           collectible,    NONE,                 GERUDO_TRAINING_GROUND,         0x01,                       SMALL_KEY_GTG
Gerudo Training Maze Upper Cage,                            chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x04,                       SMALL_KEY_GTG
Gerudo Training Maze Upper Fake Ceiling,                    chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x0b,                       SMALL_KEY_GTG
Gerudo Training Maze Side Chest 1,                          chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x05,                       BOMBCHU_5
Gerudo Training Maze Side Chest 2,                          chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x08,                       ARROWS_30
Gerudo Training Maze Chest 1,                               chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x06,                       RUPEE_PURPLE
Gerudo Training Maze Chest 2,                               chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x0a,                       RUPEE_RED
Gerudo Training Maze Chest 3,                               chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x09,                       ARROWS_30
Gerudo Training Maze Chest 4,                               chest,          NONE,                 GERUDO_TRAINING_GROUND,         0x0c,                       ARROW_ICE
