location,                                                   type,           hint,                 scene,                          id,                         item
Zora River Wonder Item Back 16,                             wonder,         NONE,                 ZORA_RIVER,                     0x00022,                    RUPEE_GREEN
Zora River Wonder Item Back 17,                             wonder,         NONE,                 ZORA_RIVER,                     0x00023,                    RUPEE_GREEN
Zora River Wonder Item Back 18,                             wonder,         NONE,                 ZORA_RIVER,                     0x00024,                    RUPEE_GREEN
Zora River Wonder Item Back 19,                             wonder,         NONE,                 ZORA_RIVER,                     0x00025,                    RUPEE_GREEN
Zora River Wonder Item Back 20,                             wonder,         NONE,                 ZORA_RIVER,                     0x00026,                    RUPEE_GREEN
Zora River Wonder Item Back 21,                             wonder,         NONE,                 ZORA_RIVER,                     0x00027,                    RUPEE_BLUE
Zora River Wonder Item Back 22,                             wonder,         NONE,                 ZORA_RIVER,                     0x00028,                    RUPEE_BLUE
Zora River Wonder Item Back 23,                             wonder,         NONE,                 ZORA_RIVER,                     0x00029,                    RUPEE_RED
Zora River Wonder Item Back 24,                             wonder,         NONE,                 ZORA_RIVER,                     0x00105,                    RUPEE_GREEN
Zora River Wonder Item Back 25,                             wonder,         NONE,                 ZORA_RIVER,                     0x00106,                    RUPEE_GREEN
Zora River Wonder Item Back 26,                             wonder,         NONE,                 ZORA_RIVER,                     0x00107,                    RUPEE_GREEN
Zora River Wonder Item Back 27,                             wonder,         NONE,                 ZORA_RIVER,                     0x00108,                    RUPEE_GREEN
Zora River Frogs Zeldas Lullaby,                            npc,            NONE,                 ZORA_RIVER,                     FROGS_ZL,                   RUPEE_PURPLE
Zora River Frogs Eponas Song,                               npc,            NONE,                 ZORA_RIVER,                     FROGS_EPONA,                RUPEE_PURPLE
Zora River Frogs Sarias Song,                               npc,            NONE,                 ZORA_RIVER,                     FROGS_SARIA,                RUPEE_PURPLE
Zora River Frogs Suns Song,                                 npc,            NONE,                 ZORA_RIVER,                     FROGS_SUNS,                 RUPEE_PURPLE
Zora River Frogs Song of Time,                              npc,            NONE,                 ZORA_RIVER,                     FROGS_SOT,                  RUPEE_PURPLE
Zora Domain Waterfall Chest,                                chest,          NONE,                 ZORA_DOMAIN,                    0x00,                       HEART_PIECE
Zora Domain Diving Game,                                    npc,            NONE,                 ZORA_DOMAIN,                    ZORA_DIVING_GAME,           SCALE
Zora Domain Diving Game Green Rupee,                        collectible,    NONE,                 ZORA_DOMAIN,                    0x1,                        RUPEE_GREEN
Zora Domain Diving Game Blue Rupee,                         collectible,    NONE,                 ZORA_DOMAIN,                    0x2,                        RUPEE_BLUE
Zora Domain Diving Game Red Rupee,                          collectible,    NONE,                 ZORA_DOMAIN,                    0x3,                        RUPEE_RED
Zora Domain Diving Game Purple Rupee,                       collectible,    NONE,                 ZORA_DOMAIN,                    0x5,                        RUPEE_PURPLE
Zora Domain Diving Game Huge Rupee,                         collectible,    NONE,                 ZORA_DOMAIN,                    0x4,                        RUPEE_HUGE
Zora Domain Tunic,                                          npc,            ZORA_KING,            ZORA_DOMAIN,                    ZORA_KING_TUNIC,            TUNIC_ZORA
Zora Domain Eyeball Frog,                                   npc,            ZORA_KING,            ZORA_DOMAIN,                    TRADE_EYEBALL_FROG,         EYEBALL_FROG
Zora Domain GS Waterfall,                                   gs,             NONE,                 ZORA_DOMAIN,                    0x96,                       GS_TOKEN
Zora Domain Rock Circle Rock 1,                             rock,           NONE,                 ZORA_DOMAIN,                    0x0010a,                    RANDOM
Zora Domain Rock Circle Rock 2,                             rock,           NONE,                 ZORA_DOMAIN,                    0x1010a,                    RANDOM
Zora Domain Rock Circle Rock 3,                             rock,           NONE,                 ZORA_DOMAIN,                    0x2010a,                    RANDOM
Zora Domain Rock Circle Rock 4,                             rock,           NONE,                 ZORA_DOMAIN,                    0x3010a,                    RANDOM
Zora Domain Rock Circle Rock 5,                             rock,           NONE,                 ZORA_DOMAIN,                    0x4010a,                    RANDOM
Zora Domain Rock Circle Rock 6,                             rock,           NONE,                 ZORA_DOMAIN,                    0x5010a,                    RANDOM
Zora Domain Rock Circle Rock 7,                             rock,           NONE,                 ZORA_DOMAIN,                    0x6010a,                    RANDOM
Zora Domain Rock Circle Rock 8,                             rock,           NONE,                 ZORA_DOMAIN,                    0x7010a,                    RANDOM
Zora Domain Pot 1,                                          pot,            NONE,                 ZORA_DOMAIN,                    0x0115,                     RUPEE_BLUE
Zora Domain Pot 2,                                          pot,            NONE,                 ZORA_DOMAIN,                    0x0116,                     RECOVERY_HEART
Zora Domain Pot 3,                                          pot,            NONE,                 ZORA_DOMAIN,                    0x0117,                     RECOVERY_HEART
Zora Domain Pot 4,                                          pot,            NONE,                 ZORA_DOMAIN,                    0x0118,                     NUTS_5
Zora Domain Pot 5,                                          pot,            NONE,                 ZORA_DOMAIN,                    0x0119,                     STICK
Zora Domain Hive Front 1,                                   hive,           NONE,                 ZORA_DOMAIN,                    0x00009,                    RUPEE_RED
Zora Domain Hive Front 2,                                   hive,           NONE,                 ZORA_DOMAIN,                    0x0000a,                    RUPEE_RED
Zora Domain Hive Back,                                      hive,           NONE,                 ZORA_DOMAIN,                    0x0000b,                    RUPEE_RED
Zora Domain Fairy Fountain Fairy 1,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x02300,                    FAIRY
Zora Domain Fairy Fountain Fairy 2,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x12300,                    FAIRY
Zora Domain Fairy Fountain Fairy 3,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x22300,                    FAIRY
Zora Domain Fairy Fountain Fairy 4,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x32300,                    FAIRY
Zora Domain Fairy Fountain Fairy 5,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x42300,                    FAIRY
Zora Domain Fairy Fountain Fairy 6,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x52300,                    FAIRY
Zora Domain Fairy Fountain Fairy 7,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x62300,                    FAIRY
Zora Domain Fairy Fountain Fairy 8,                         fairy,          NONE,                 FAIRY_FOUNTAIN,                 0x72300,                    FAIRY
Zora Shop Item 1,                                           shop,           NONE,                 ZORA_SHOP,                      0x10,                       POTION_RED
Zora Shop Item 2,                                           shop,           NONE,                 ZORA_SHOP,                      0x11,                       ARROWS_30
Zora Shop Item 3,                                           shop,           NONE,                 ZORA_SHOP,                      0x12,                       FISH
Zora Shop Item 4,                                           shop,           NONE,                 ZORA_SHOP,                      0x13,                       NUTS_5
Zora Shop Item 5,                                           shop,           NONE,                 ZORA_SHOP,                      0x14,                       ARROWS_5
Zora Shop Item 6,                                           shop,           NONE,                 ZORA_SHOP,                      0x15,                       ARROWS_10
Zora Shop Item 7,                                           shop,           NONE,                 ZORA_SHOP,                      0x16,                       TUNIC_ZORA
Zora Shop Item 8,                                           shop,           NONE,                 ZORA_SHOP,                      0x17,                       RECOVERY_HEART
Zora Fountain Iceberg HP,                                   collectible,    NONE,                 ZORA_FOUNTAIN,                  0x01,                       HEART_PIECE
Zora Fountain Bottom HP,                                    collectible,    NONE,                 ZORA_FOUNTAIN,                  0x14,                       HEART_PIECE
Zora Fountain GS Wall,                                      gs,             NONE,                 ZORA_FOUNTAIN,                  0x92,                       GS_TOKEN
Zora Fountain GS Tree,                                      gs,             NONE,                 ZORA_FOUNTAIN,                  0x97,                       GS_TOKEN
Zora Fountain GS Upper,                                     gs,             NONE,                 ZORA_FOUNTAIN,                  0x95,                       GS_TOKEN
Zora Fountain Child Pot 1,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x0013,                     DEKU_SEEDS_5
Zora Fountain Child Pot 2,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x0015,                     DEKU_SEEDS_5
Zora Fountain Child Pot 3,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x0016,                     DEKU_SEEDS_5
Zora Fountain Child Pot 4,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x0017,                     RECOVERY_HEART
Zora Fountain Adult Pot 1,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x802a,                     MAGIC_JAR_LARGE
Zora Fountain Adult Pot 2,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x802b,                     MAGIC_JAR_LARGE
Zora Fountain Adult Pot 3,                                  pot,            NONE,                 ZORA_FOUNTAIN,                  0x802c,                     ARROWS_10
Zora Fountain Rupee 01,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08000,                    RUPEE_GREEN
Zora Fountain Rupee 02,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08001,                    RUPEE_GREEN
Zora Fountain Rupee 03,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08002,                    RUPEE_GREEN
Zora Fountain Rupee 04,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08003,                    RUPEE_GREEN
Zora Fountain Rupee 05,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08004,                    RUPEE_GREEN
Zora Fountain Rupee 06,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08005,                    RUPEE_GREEN
Zora Fountain Rupee 07,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08006,                    RUPEE_GREEN
Zora Fountain Rupee 08,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08007,                    RUPEE_GREEN
Zora Fountain Rupee 09,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08008,                    RUPEE_GREEN
Zora Fountain Rupee 10,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08009,                    RUPEE_GREEN
Zora Fountain Rupee 11,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800a,                    RUPEE_GREEN
Zora Fountain Rupee 12,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800b,                    RUPEE_GREEN
Zora Fountain Rupee 13,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800c,                    RUPEE_GREEN
Zora Fountain Rupee 14,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800d,                    RUPEE_GREEN
Zora Fountain Rupee 15,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800e,                    RUPEE_GREEN
Zora Fountain Rupee 16,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x0800f,                    RUPEE_GREEN
Zora Fountain Rupee 17,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08010,                    RUPEE_GREEN
Zora Fountain Rupee 18,                                     rupee,          NONE,                 ZORA_FOUNTAIN,                  0x08011,                    RUPEE_GREEN
Zora Fountain Butterfly 1,                                  butterfly,      NONE,                 ZORA_FOUNTAIN,                  0x0000e,                    FAIRY
Zora Fountain Butterfly 2,                                  butterfly,      NONE,                 ZORA_FOUNTAIN,                  0x1000e,                    NOTHING
Zora Fountain Bush 1,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x00006,                    NOTHING
Zora Fountain Bush 2,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x00007,                    NOTHING
Zora Fountain Bush 3,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x00008,                    NOTHING
Zora Fountain Bush 4,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x00009,                    NOTHING
Zora Fountain Bush 5,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x0000a,                    NOTHING
Zora Fountain Bush 6,                                       bush,           NONE,                 ZORA_FOUNTAIN,                  0x0000b,                    NOTHING
Lake Hylia Underwater Bottle,                               npc,            NONE,                 LAKE_HYLIA,                     RUTO_LETTER,                BOTTLE_RUTO_LETTER
Lake Hylia Fire Arrow,                                      npc,            SHOOT_SUN,            LAKE_HYLIA,                     FIRE_ARROW,                 ARROW_FIRE
Lake Hylia HP,                                              collectible,    NONE,                 LAKE_HYLIA,                     0x1e,                       HEART_PIECE
Lake Hylia Grotto Left Scrub,                               scrub,          NONE,                 GROTTOS,                        0x14,                       NUTS_5
Lake Hylia Grotto Center Scrub,                             scrub,          NONE,                 GROTTOS,                        0x15,                       DEKU_SEEDS_30
Lake Hylia Grotto Right Scrub,                              scrub,          NONE,                 GROTTOS,                        0x16,                       BOMBS_5
Lake Hylia Grotto Hive,                                     hive,           NONE,                 GROTTOS,                        0x02d03,                    RUPEE_RED
Lake Hylia GS Lab Wall,                                     gs,             NONE,                 LAKE_HYLIA,                     0x9a,                       GS_TOKEN
Lake Hylia GS Island,                                       gs,             NONE,                 LAKE_HYLIA,                     0x99,                       GS_TOKEN
Lake Hylia GS Soil,                                         gs,             NONE,                 LAKE_HYLIA,                     0x98,                       GS_TOKEN
Lake Hylia GS Big Tree,                                     gs,             NONE,                 LAKE_HYLIA,                     0x9c,                       GS_TOKEN
Lake Hylia Pot 1,                                           pot,            NONE,                 LAKE_HYLIA,                     0x000a,                     RECOVERY_HEART
Lake Hylia Pot 2,                                           pot,            NONE,                 LAKE_HYLIA,                     0x000b,                     RECOVERY_HEART
Lake Hylia Grass 1,                                         grass,          NONE,                 LAKE_HYLIA,                     0x00018,                    RANDOM
Lake Hylia Grass 2,                                         grass,          NONE,                 LAKE_HYLIA,                     0x00019,                    RANDOM
Lake Hylia Grass Child 1,                                   grass,          NONE,                 LAKE_HYLIA,                     0x0001a,                    RANDOM
Lake Hylia Grass Child 2,                                   grass,          NONE,                 LAKE_HYLIA,                     0x0001b,                    RANDOM
Lake Hylia Grass Child 3,                                   grass,          NONE,                 LAKE_HYLIA,                     0x0001c,                    RANDOM
Lake Hylia Grass Child 4,                                   grass,          NONE,                 LAKE_HYLIA,                     0x0001d,                    RANDOM
Lake Hylia Grass Child 5,                                   grass,          NONE,                 LAKE_HYLIA,                     0x00006,                    DEKU_SEEDS_5
Lake Hylia Grass Pack 1 Bush 01,                            grass,          NONE,                 LAKE_HYLIA,                     0x0001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 02,                            grass,          NONE,                 LAKE_HYLIA,                     0x1001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 03,                            grass,          NONE,                 LAKE_HYLIA,                     0x2001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 04,                            grass,          NONE,                 LAKE_HYLIA,                     0x3001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 05,                            grass,          NONE,                 LAKE_HYLIA,                     0x4001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 06,                            grass,          NONE,                 LAKE_HYLIA,                     0x5001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 07,                            grass,          NONE,                 LAKE_HYLIA,                     0x6001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 08,                            grass,          NONE,                 LAKE_HYLIA,                     0x7001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 09,                            grass,          NONE,                 LAKE_HYLIA,                     0x8001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 10,                            grass,          NONE,                 LAKE_HYLIA,                     0x9001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 11,                            grass,          NONE,                 LAKE_HYLIA,                     0xa001e,                    RANDOM
Lake Hylia Grass Pack 1 Bush 12,                            grass,          NONE,                 LAKE_HYLIA,                     0xb001e,                    RANDOM
Lake Hylia Grass Pack 2 Bush 01,                            grass,          NONE,                 LAKE_HYLIA,                     0x0001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 02,                            grass,          NONE,                 LAKE_HYLIA,                     0x1001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 03,                            grass,          NONE,                 LAKE_HYLIA,                     0x2001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 04,                            grass,          NONE,                 LAKE_HYLIA,                     0x3001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 05,                            grass,          NONE,                 LAKE_HYLIA,                     0x4001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 06,                            grass,          NONE,                 LAKE_HYLIA,                     0x5001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 07,                            grass,          NONE,                 LAKE_HYLIA,                     0x6001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 08,                            grass,          NONE,                 LAKE_HYLIA,                     0x7001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 09,                            grass,          NONE,                 LAKE_HYLIA,                     0x8001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 10,                            grass,          NONE,                 LAKE_HYLIA,                     0x9001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 11,                            grass,          NONE,                 LAKE_HYLIA,                     0xa001f,                    RANDOM
Lake Hylia Grass Pack 2 Bush 12,                            grass,          NONE,                 LAKE_HYLIA,                     0xb001f,                    RANDOM
Lake Hylia Grass Pack 3 Bush 01,                            grass,          NONE,                 LAKE_HYLIA,                     0x00020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 02,                            grass,          NONE,                 LAKE_HYLIA,                     0x10020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 03,                            grass,          NONE,                 LAKE_HYLIA,                     0x20020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 04,                            grass,          NONE,                 LAKE_HYLIA,                     0x30020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 05,                            grass,          NONE,                 LAKE_HYLIA,                     0x40020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 06,                            grass,          NONE,                 LAKE_HYLIA,                     0x50020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 07,                            grass,          NONE,                 LAKE_HYLIA,                     0x60020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 08,                            grass,          NONE,                 LAKE_HYLIA,                     0x70020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 09,                            grass,          NONE,                 LAKE_HYLIA,                     0x80020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 10,                            grass,          NONE,                 LAKE_HYLIA,                     0x90020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 11,                            grass,          NONE,                 LAKE_HYLIA,                     0xa0020,                    RANDOM
Lake Hylia Grass Pack 3 Bush 12,                            grass,          NONE,                 LAKE_HYLIA,                     0xb0020,                    RANDOM
Lake Hylia Rock,                                            rock,           NONE,                 LAKE_HYLIA,                     0x00016,                    RANDOM
Lake Hylia Rupee 1,                                         rupee,          NONE,                 LAKE_HYLIA,                     0x00031,                    RUPEE_GREEN
Lake Hylia Rupee 2,                                         rupee,          NONE,                 LAKE_HYLIA,                     0x00032,                    RUPEE_GREEN
Lake Hylia Rupee 3,                                         rupee,          NONE,                 LAKE_HYLIA,                     0x00033,                    RUPEE_GREEN
Lake Hylia Island Big Fairy,                                fairy_spot,     NONE,                 LAKE_HYLIA,                     0x00037,                    FAIRY_BIG
Lake Hylia Butterfly 1,                                     butterfly,      NONE,                 LAKE_HYLIA,                     0x00021,                    FAIRY
Lake Hylia Butterfly 2,                                     butterfly,      NONE,                 LAKE_HYLIA,                     0x10021,                    NOTHING
Lake Hylia Butterfly 3,                                     butterfly,      NONE,                 LAKE_HYLIA,                     0x20021,                    NOTHING
Lake Hylia Soil 1,                                          soil,           NONE,                 LAKE_HYLIA,                     0x00027,                    FAIRY
Lake Hylia Soil 2,                                          soil,           NONE,                 LAKE_HYLIA,                     0x10027,                    FAIRY
Lake Hylia Soil 3,                                          soil,           NONE,                 LAKE_HYLIA,                     0x20027,                    FAIRY
Laboratory Dive,                                            npc,            NONE,                 LABORATORY,                     LABORATORY_DIVE,            HEART_PIECE
Laboratory Eye Drops,                                       npc,            NONE,                 LABORATORY,                     TRADE_EYE_DROPS,            EYE_DROPS
Laboratory GS Crate,                                        gs,             NONE,                 LABORATORY,                     0x9b,                       GS_TOKEN
Laboratory Rupee 1,                                         rupee,          NONE,                 LABORATORY,                     0x00001,                    RUPEE_RED
Laboratory Rupee 2,                                         rupee,          NONE,                 LABORATORY,                     0x00002,                    RUPEE_RED
Laboratory Rupee 3,                                         rupee,          NONE,                 LABORATORY,                     0x00003,                    RUPEE_RED
Fishing Pond Child,                                         npc,            FISHING,              FISHING_POND,                   FISH_CHILD,                 HEART_PIECE
Fishing Pond Adult,                                         npc,            FISHING,              FISHING_POND,                   FISH_ADULT,                 SCALE
Fishing Pond Child Fish 1,                                  fish,           NONE,                 FISHING_POND,                   0x00,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 2,                                  fish,           NONE,                 FISHING_POND,                   0x01,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 3,                                  fish,           NONE,                 FISHING_POND,                   0x02,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 4,                                  fish,           NONE,                 FISHING_POND,                   0x03,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 5,                                  fish,           NONE,                 FISHING_POND,                   0x04,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 6,                                  fish,           NONE,                 FISHING_POND,                   0x05,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 7,                                  fish,           NONE,                 FISHING_POND,                   0x06,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 8,                                  fish,           NONE,                 FISHING_POND,                   0x07,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 9,                                  fish,           NONE,                 FISHING_POND,                   0x08,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 10,                                 fish,           NONE,                 FISHING_POND,                   0x09,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 11,                                 fish,           NONE,                 FISHING_POND,                   0x0a,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 12,                                 fish,           NONE,                 FISHING_POND,                   0x0b,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 13,                                 fish,           NONE,                 FISHING_POND,                   0x0c,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 14,                                 fish,           NONE,                 FISHING_POND,                   0x0d,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Fish 15,                                 fish,           NONE,                 FISHING_POND,                   0x0e,                       FISHING_POND_CHILD_FISH
Fishing Pond Child Loach 1,                                 fish,           NONE,                 FISHING_POND,                   0x0f,                       FISHING_POND_CHILD_LOACH
Fishing Pond Child Loach 2,                                 fish,           NONE,                 FISHING_POND,                   0x10,                       FISHING_POND_CHILD_LOACH
Fishing Pond Adult Fish 1,                                  fish,           NONE,                 FISHING_POND,                   0x11,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 2,                                  fish,           NONE,                 FISHING_POND,                   0x12,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 3,                                  fish,           NONE,                 FISHING_POND,                   0x13,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 4,                                  fish,           NONE,                 FISHING_POND,                   0x14,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 5,                                  fish,           NONE,                 FISHING_POND,                   0x15,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 6,                                  fish,           NONE,                 FISHING_POND,                   0x16,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 7,                                  fish,           NONE,                 FISHING_POND,                   0x17,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 8,                                  fish,           NONE,                 FISHING_POND,                   0x18,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 9,                                  fish,           NONE,                 FISHING_POND,                   0x19,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 10,                                 fish,           NONE,                 FISHING_POND,                   0x1a,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 11,                                 fish,           NONE,                 FISHING_POND,                   0x1b,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 12,                                 fish,           NONE,                 FISHING_POND,                   0x1c,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 13,                                 fish,           NONE,                 FISHING_POND,                   0x1d,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 14,                                 fish,           NONE,                 FISHING_POND,                   0x1e,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Fish 15,                                 fish,           NONE,                 FISHING_POND,                   0x1f,                       FISHING_POND_ADULT_FISH
Fishing Pond Adult Loach,                                   fish,           NONE,                 FISHING_POND,                   0x20,                       FISHING_POND_ADULT_LOACH
Lon Lon Ranch Malon Song,                                   npc,            NONE,                 LON_LON_RANCH,                  MALON_SONG,                 SONG_EPONA
Lon Lon Ranch Silo HP,                                      collectible,    NONE,                 RANCH_HOUSE_SILO,               0x01,                       HEART_PIECE
Lon Lon Ranch Talon Bottle,                                 npc,            NONE,                 RANCH_HOUSE_SILO,               TALON_BOTTLE,               BOTTLE_MILK
Lon Lon Ranch Talon Buy Milk,                               npc,            NONE,                 RANCH_HOUSE_SILO,               TALON_MILK,                 MILK
Lon Lon Ranch Talon House Pot 1,                            pot,            NONE,                 RANCH_HOUSE_SILO,               0x0200,                     RUPEE_BLUE
Lon Lon Ranch Talon House Pot 2,                            pot,            NONE,                 RANCH_HOUSE_SILO,               0x0201,                     RUPEE_BLUE
Lon Lon Ranch Talon House Pot 3,                            pot,            NONE,                 RANCH_HOUSE_SILO,               0x0202,                     RUPEE_GREEN
Lon Lon Ranch GS Tree,                                      gs,             NONE,                 LON_LON_RANCH,                  0x63,                       GS_TOKEN
Lon Lon Ranch GS House,                                     gs,             NONE,                 LON_LON_RANCH,                  0x62,                       GS_TOKEN
Lon Lon Ranch GS Rain Shed,                                 gs,             NONE,                 LON_LON_RANCH,                  0x61,                       GS_TOKEN
Lon Lon Ranch GS Back Wall,                                 gs,             NONE,                 LON_LON_RANCH,                  0x60,                       GS_TOKEN
Lon Lon Ranch Stables Cow Left,                             cow,            NONE,                 LON_LON_RANCH,                  0x02,                       MILK
Lon Lon Ranch Stables Cow Right,                            cow,            NONE,                 LON_LON_RANCH,                  0x03,                       MILK
Lon Lon Ranch Silo Cow Front,                               cow,            NONE,                 LON_LON_RANCH,                  0x04,                       MILK
Lon Lon Ranch Silo Cow Back,                                cow,            NONE,                 LON_LON_RANCH,                  0x05,                       MILK
Lon Lon Ranch Grotto Left Scrub,                            scrub,          NONE,                 GROTTOS,                        0x08,                       NUTS_5
Lon Lon Ranch Grotto Center Scrub,                          scrub,          NONE,                 GROTTOS,                        0x09,                       DEKU_SEEDS_30
Lon Lon Ranch Grotto Right Scrub,                           scrub,          NONE,                 GROTTOS,                        0x0a,                       BOMBS_5
Lon Lon Ranch Grotto Hive,                                  hive,           NONE,                 GROTTOS,                        0x02703,                    RUPEE_RED
Lon Lon Ranch Pot 1,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0003,                     RUPEE_GREEN
Lon Lon Ranch Pot 2,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0004,                     RUPEE_GREEN
Lon Lon Ranch Pot 3,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0005,                     RECOVERY_HEART
Lon Lon Ranch Pot 4,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0006,                     RECOVERY_HEART
Lon Lon Ranch Pot 5,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0007,                     RECOVERY_HEART
Lon Lon Ranch Pot 6,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0008,                     RECOVERY_HEART
Lon Lon Ranch Pot 7,                                        pot,            NONE,                 LON_LON_RANCH,                  0x0009,                     RECOVERY_HEART
Lon Lon Ranch Crate,                                        crate,          NONE,                 LON_LON_RANCH,                  0x00018,                    RUPEE_GREEN
Lon Lon Ranch Wonder Item 1,                                wonder,         NONE,                 LON_LON_RANCH,                  0x08018,                    RUPEE_BLUE
Lon Lon Ranch Wonder Item 2,                                wonder,         NONE,                 LON_LON_RANCH,                  0x08019,                    RUPEE_BLUE
Hyrule Field Ocarina of Time,                               npc,            NONE,                 HYRULE_FIELD,                   OCARINA_TIME_ITEM,          OCARINA
